data_idx,question,prompt,response,correct_choice,correct_choice_alphabet,parsed_response
14053,What is the only part of the display that is actually normal size?,"What is the only part of the display that is actually normal size?
A. reclining chair
B. eye screw
C. remote control
D. book

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ocumenti_ detergse,eye screw,B,A
12728,What is he doing hanging from the board?,"What is he doing hanging from the board?
A. jumping
B. falling
C. balancing
D. bouncing

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ocumenti androidx,balancing,C,A
13650,What consumer electronic company made the white gaming displays?,"What consumer electronic company made the white gaming displays?
A. sega
B. sony
C. apple
D. nintendo

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veterin_ Estaba,nintendo,D,A
16206,What does the top of the vehicle look like?,"What does the top of the vehicle look like?
A. pumpkin
B. giant flashlight
C. baby
D. egg

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismist_ Estabs,giant flashlight,B,A
6300,What is the girl doing?,"What is the girl doing?
A. playing yoyo
B. shooting
C. feeding pigeons
D. dancing

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheriallys,feeding pigeons,C,A
16787,What do these animals have?,"What do these animals have?
A. wings
B. long necks
C. wool
D. quills

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communism-detectanor,wool,C,A
9199,What are the people doing on the street?,"What are the people doing on the street?
A. racing
B. protesting
C. jogging
D. shopping

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismorificeitist,shopping,D,A
7549,What form of currency allows cars to park here?,"What form of currency allows cars to park here?
A. cards
B. dollars
C. coins
D. checks only

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veterinarketat,coins,C,A
14127,How many little giraffes are traveling with this small group?,"How many little giraffes are traveling with this small group?
A. five
B. seven
C. three
D. two

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",sofarionalized_,two,D,A
432,Which ancient civilization utilized the support structure shown in the image?,"Which ancient civilization utilized the support structure shown in the image?
A. native americans
B. slovaks
C. romans
D. germans

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",erations.ductorsalist,romans,C,A
6249,What countries flag is on the man in the black shirts hat?,"What countries flag is on the man in the black shirts hat?
A. finland
B. switzerland
C. germany
D. united states

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitzLinkerariity,united states,D,A
8459,The plants that are tallest here produce what edible?,"The plants that are tallest here produce what edible?
A. coconuts
B. nothing
C. bananas
D. oranges

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veterinisortiums,bananas,C,A
12612,What activity is being demonstrated?,"What activity is being demonstrated?
A. rafting
B. canoeing
C. surfing
D. paddling

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismist_ Estabs,paddling,D,A
3862,Why is the woman under the lampshade?,"Why is the woman under the lampshade?
A. shade
B. warmth
C. for attention
D. to hide

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor Otherphansortium,to hide,D,A
6222,What time frame is this image depicting?,"What time frame is this image depicting?
A. modern times
B. 80's
C. medieval times
D. b.c

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ocumenti/etcox,medieval times,C,A
531,What will the dog want to do with the frisbee seen here?,"What will the dog want to do with the frisbee seen here?
A. what frisbee
B. avoid it
C. catch it
D. nothing

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communism-sizedosocial,catch it,C,A
14314,How do you know this is not the USA?,"How do you know this is not the USA?
A. signage
B. animals
C. foliage
D. license plates

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",geanit:oxiait,license plates,D,A
16887,What kind of object is dispensed from the receptacle pinned into the wall?,"What kind of object is dispensed from the receptacle pinned into the wall?
A. paper towels
B. soap
C. cups
D. toilet paper

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communism-s familyistic,cups,C,S
2575,What type of service does this vehicle provide?,"What type of service does this vehicle provide?
A. dentistry
B. gas
C. energy
D. food

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",geanit:oxiait,food,D,A
6014,What type of outfits are the two girls wearing?,"What type of outfits are the two girls wearing?
A. sweatsuits
B. wetsuits
C. beachsuits
D. boardsuits

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheriallys,wetsuits,B,A
11269,Which country bus it is?,"Which country bus it is?
A. germany
B. france
C. china
D. taiwan

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableityof Nervk,china,C,A
15535,The man has what on his face?,"The man has what on his face?
A. tattoo
B. clown nose
C. mustache
D. egg

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheropoly!,mustache,C,A
16600,What is only one of the hot dogs missing?,"What is only one of the hot dogs missing?
A. mustard
B. bun
C. onions
D. ketchup

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",geanit:oxiait,bun,B,A
15823,What animal is on the kite?,"What animal is on the kite?
A. whale
B. echidna
C. dog
D. snake

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veteraions_,whale,A,B
13975,What is the item on the ceiling most likely?,"What is the item on the ceiling most likely?
A. air conditioner
B. ceiling fan
C. poster
D. trap door

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismorificeorificance,air conditioner,A,B
5353,Near what feature does the person throw the ball to the catcher?,"Near what feature does the person throw the ball to the catcher?
A. mountain
B. dugout
C. pitchers mound
D. sand lot

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veterin_ Estabs,pitchers mound,C,A
7771,Sitting like this allows the snowboarders to avoid doing what with their Snow boards?,"Sitting like this allows the snowboarders to avoid doing what with their Snow boards?
A. losing them
B. selling them
C. scratching them
D. removing them

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", Proponentsof priesur Belg,removing them,D,A
11247,Where do umbrellas originate from?,"Where do umbrellas originate from?
A. persia
B. morocco
C. france
D. chinese

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veteraionity_,chinese,D,A
12376,What do the people do when the fast moving thing stops?,"What do the people do when the fast moving thing stops?
A. exercise
B. cook
C. swim
D. board it

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veterin_ taxpayi,board it,D,A
10474,What is the name of this woman's jewelry?,"What is the name of this woman's jewelry?
A. nose stud
B. button
C. nose ring
D. pin

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheriallys,nose stud,A,B
15714,What color is painted on the metal frame of the bicycle parked in front of the cake store?,"What color is painted on the metal frame of the bicycle parked in front of the cake store?
A. black
B. red
C. pink
D. green

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", Traditionallys_iencedi,black,A,B
2706,What vehicles are being showcased here?,"What vehicles are being showcased here?
A. motorcycles
B. vans
C. monster trucks
D. cars

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ocumenti_ veterina,monster trucks,C,A
13950,What is this expanse of poured cement?,"What is this expanse of poured cement?
A. swimming pool
B. public park
C. skate park
D. zoo exhibit

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ocumenti/etcox,skate park,C,A
807,Which board will this man likely use?,"Which board will this man likely use?
A. bigger
B. none
C. both
D. smaller

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",racusei/oriouslys,bigger,A,B
16843,What food can be made from this animal?,"What food can be made from this animal?
A. cheeseburger
B. lobster roll
C. venison stew
D. fish cakes

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheriallys,cheeseburger,A,B
7976,What language is seen on these signs?,"What language is seen on these signs?
A. spanish
B. braille
C. finnish
D. asian

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableity of SHALLs,asian,D,A
7261,What happened to the structure that sat upon these posts?,"What happened to the structure that sat upon these posts?
A. burned down
B. weathered away
C. nothing
D. stolen

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheriallys,weathered away,B,A
16478,What is the woman on the bench clutching?,"What is the woman on the bench clutching?
A. frisbee
B. kitten
C. basketball
D. baby

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",sofarieoculturalist approach,baby,D,A
3324,What scientific class does the animal on the sign belong to?,"What scientific class does the animal on the sign belong to?
A. loricifera
B. asteroidea
C. insecta
D. aves

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableityof Nervk,aves,D,A
12526,What is the man kneeling going to do next?,"What is the man kneeling going to do next?
A. play tennis
B. fly kite
C. go swimming
D. race cars

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ocumenti/etcox,fly kite,B,A
9049,What is built into the cabinet on the left wall?,"What is built into the cabinet on the left wall?
A. sinks
B. appliances
C. seats
D. cages

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheriallys,appliances,B,A
15294,What is the cat laying on?,"What is the cat laying on?
A. car seat
B. pillow
C. egg carton
D. box

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communism-s- streng,car seat,A,S
410,Where could coins potentially be hidden?,"Where could coins potentially be hidden?
A. in xylophone
B. under carpet
C. under cushions
D. in diaper

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheropolyist,under cushions,C,A
9507,What is the lampshade made of?,"What is the lampshade made of?
A. metal
B. stained glass
C. ceramic
D. fabric

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheriallys,stained glass,B,A
13375,What is she taking a photo of?,"What is she taking a photo of?
A. yarn
B. potato
C. doll
D. ball

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableityof IMPLIEDienced,doll,C,A
1250,What type room is this?,"What type room is this?
A. parking garage
B. bathroom
C. living
D. showroom

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",oriouslys.ductorsa,showroom,D,A
16068,These two cats are doing what activity?,"These two cats are doing what activity?
A. playing
B. sleeping
C. relaxing
D. eating

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veterin_ taxpayi,relaxing,C,A
12210,Why is the woman wearing a ring on her fourth finger?,"Why is the woman wearing a ring on her fourth finger?
A. she's married
B. fashion
C. showing off
D. style

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitzite (ductors in,she's married,A,B
6463,Who gives the airplanes guidelines on where to take off and land?,"Who gives the airplanes guidelines on where to take off and land?
A. spies
B. wardens
C. air control
D. pilots

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veteraion_ taxpay,wardens,B,A
7967,The red meat that is shown here comes from what animal?,"The red meat that is shown here comes from what animal?
A. lemming
B. crane
C. pig
D. badger

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veterinarkitys,pig,C,A
13155,What is the woman looking down at?,"What is the woman looking down at?
A. table
B. laptop
C. television
D. tablet

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheriallys,laptop,B,A
4269,What direction is this person going?,"What direction is this person going?
A. backwards
B. up
C. uphill
D. downhill

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableityofdinandit,downhill,D,A
5030,What item other than the eyeglasses is upside down on the table?,"What item other than the eyeglasses is upside down on the table?
A. statue
B. flower
C. glass
D. cat

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otherphans!,glass,C,A
15408,What would be one main reason a police would be riding this type of motorcycle?,"What would be one main reason a police would be riding this type of motorcycle?
A. functionality
B. easy access
C. looks
D. speed

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheriallys,looks,C,A
10357,Which section of the car is the cat by the window sitting at?,"Which section of the car is the cat by the window sitting at?
A. passenger backseat
B. front passenger
C. driver seat
D. driver backseat

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableityof Nervk,front passenger,B,A
5844,The cat on the left is most likely not engaging with the one sniffing it because it is what?,"The cat on the left is most likely not engaging with the one sniffing it because it is what?
A. asleep
B. dead
C. inanimate
D. bored

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ulisms ability to autonom,inanimate,C,A
16639,What color are the edges of the towel hung on the towel rack next to the shower curtain?,"What color are the edges of the towel hung on the towel rack next to the shower curtain?
A. blue
B. red
C. white
D. black

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",rencies.ductors and other,red,B,A
309,What is the item being displayed by the man?,"What is the item being displayed by the man?
A. floaty
B. surf board
C. drawing
D. wall paper

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ocumenti androidx,floaty,A,B
12856,What type of establishment is the man in using his computer?,"What type of establishment is the man in using his computer?
A. airport
B. coffee bar
C. bar
D. cafe

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableityofdinandit,bar,C,A
12331,What segment of this food is this woman eating right now?,"What segment of this food is this woman eating right now?
A. quart
B. slice
C. half
D. dozen

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",sqlite (ductors and other,slice,B,A
3250,Why does he have his shirt off?,"Why does he have his shirt off?
A. stolen
B. confused
C. warm weather
D. can't find

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor Otheriallys,warm weather,C,A
562,What do the blue vests being done help the boaters with in case of tipping over?,"What do the blue vests being done help the boaters with in case of tipping over?
A. balance
B. visibility
C. buoyancy
D. signaling

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communism-s familya,buoyancy,C,S
14479,What is the man on the left wearing?,"What is the man on the left wearing?
A. pattu langa
B. achkan
C. sari
D. hijab

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor Otherphansortium,achkan,B,A
2355,What type of sport is being played on the truck?,"What type of sport is being played on the truck?
A. lacrosse
B. basketball
C. tennis
D. hockey

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veteraion_clusively,basketball,B,A
16363,Which person is most likely flying the kite?,"Which person is most likely flying the kite?
A. red jacket
B. no shirt
C. no one
D. white vest

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitz-thelesss.,white vest,D,A
14573,What kind of meat is lining the side of this Tupperware container?,"What kind of meat is lining the side of this Tupperware container?
A. salmon
B. chicken
C. ham
D. turkey

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veteraion_clusively,ham,C,A
16106,What color are the doors to the refrigerator on the far left side of the room?,"What color are the doors to the refrigerator on the far left side of the room?
A. white
B. wood
C. black
D. silver

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",erations.ductors android,silver,D,A
923,What is the woman reaching into the backpack wearing on her wrist?,"What is the woman reaching into the backpack wearing on her wrist?
A. diamonds
B. wristwatch
C. rope
D. bracelet

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communism-s life affairs,wristwatch,B,S
1976,What is the most likely location for all of the dogs to be at?,"What is the most likely location for all of the dogs to be at?
A. refuge
B. local park
C. dog pound
D. dog park

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veterin_ taxpayi,dog park,D,A
358,Where does the baby most likely go to sleep?,"Where does the baby most likely go to sleep?
A. crib
B. table
C. pull-out bed
D. sofa

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veterinarkitys,crib,A,B
5037,How are these men related?,"How are these men related?
A. lovers
B. arch villians
C. siblings
D. enemies

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", Proponentsoficatedortiums,lovers,A,B
13865,What language does the name on the side of the largest vehicle here come from?,"What language does the name on the side of the largest vehicle here come from?
A. japanese
B. egyptian
C. greek
D. aramaic

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismorificeitist,greek,C,A
11791,What is the man to the right of the black vehicle laying on?,"What is the man to the right of the black vehicle laying on?
A. box
B. sofa
C. bench
D. case

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableityof Nervk,bench,C,A
16251,Which drink here is the healthiest?,"Which drink here is the healthiest?
A. orange juice
B. water
C. tomato juice
D. wine

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veterin_ taxpayi,orange juice,A,B
7942,How is this area kept cool in warming weather?,"How is this area kept cool in warming weather?
A. furnaces
B. hot fans
C. air conditioning
D. shade

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communism-sizedosocial,air conditioning,C,A
11369,What is the man on the right riding?,"What is the man on the right riding?
A. scooter
B. quad
C. bicycle
D. motorcycle

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableityof Nervk,quad,B,A
4661,What is on the bed?,"What is on the bed?
A. pet
B. woman
C. man
D. single rose

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communism-s family cland,pet,A,S
15109,Who was born in this country?,"Who was born in this country?
A. jim those
B. isabelle adjani
C. idris elba
D. harish patel

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",erations_clusivelyam living,harish patel,D,A
2263,What material is the floor made of?,"What material is the floor made of?
A. ceramic tile
B. wood
C. vinyl
D. carpet

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veterinisortiums,ceramic tile,A,B
8529,What is the color of road?,"What is the color of road?
A. red
B. pink
C. green
D. black

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheriallys,black,D,A
6204,Why would people be seated here?,"Why would people be seated here?
A. for massage
B. to work
C. to eat
D. to paint

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communism-s realunken,to eat,C,S
12577,This city is the capital of which European country?,"This city is the capital of which European country?
A. austria
B. germany
C. france
D. belgium

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veteraionistre,belgium,D,A
8774,What sandwich does this bus share a name with?,"What sandwich does this bus share a name with?
A. open-face
B. double decker
C. reuben
D. blt

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismorsemirr,double decker,B,A
12339,What does the woman here do with her kite?,"What does the woman here do with her kite?
A. markets it
B. flies it
C. nothing
D. boxes it

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheriallys,flies it,B,A
6051,What are they doing on the field?,"What are they doing on the field?
A. sheep racing
B. milking
C. shaving
D. eating

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismist_ Estabs,sheep racing,A,B
30,Which team won this sport's championship in 2019?,"Which team won this sport's championship in 2019?
A. calgary cannons
B. washington nationals
C. seattle mariners
D. toronto jays

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableityofdinandit,washington nationals,B,A
4228,Why is the man wearing a vest with a number on it?,"Why is the man wearing a vest with a number on it?
A. dress code
B. fashion
C. participating event
D. for halloween

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheriallys,participating event,C,A
6430,What kind of vehicle is the yellow thing?,"What kind of vehicle is the yellow thing?
A. tour bus
B. truck
C. school bus
D. train

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheriallys,tour bus,A,B
2886,What type of setting is this past the water?,"What type of setting is this past the water?
A. suburbs
B. city
C. beach
D. country

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ocumenti/etcox,city,B,A
1201,What did the man do to get the plastic bag?,"What did the man do to get the plastic bag?
A. beg
B. shop
C. steal
D. spin

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor Otherphansortium,shop,B,A
2773,What is the bus's destination street?,"What is the bus's destination street?
A. main
B. town
C. center
D. south

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veterin_ taxpayi,center,C,A
9274,What is the umbrella being used for?,"What is the umbrella being used for?
A. keeping dry
B. decoration
C. lighting
D. to dance

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheriallys,lighting,C,A
15643,What is on the luggage?,"What is on the luggage?
A. apple
B. hat
C. cat
D. dog

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheriallys,hat,B,A
12798,What substance can be obtained from the red object?,"What substance can be obtained from the red object?
A. juice
B. oil
C. water
D. fire

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",geanoriroror,water,C,A
197,Why are so many benches empty?,"Why are so many benches empty?
A. people afraid
B. benches broken
C. nobody around
D. late night

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communism-s- streng,nobody around,C,S
7715,What is the man participating in?,"What is the man participating in?
A. concert
B. sale
C. protest
D. play

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismorioxsouthern,protest,C,A
14135,What is on the pizza?,"What is on the pizza?
A. anchovies
B. pepperoni
C. sausages
D. chicken cutlets

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communism-s life affairs,pepperoni,B,S
15630,What athlete has a last name that is similar to the name on the bottle?,"What athlete has a last name that is similar to the name on the bottle?
A. otis nixon
B. mike richter
C. jaromir jagr
D. ben hogan

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", vetera's hurdle,jaromir jagr,C,S
9653,What language is found on the newspaper?,"What language is found on the newspaper?
A. french
B. german
C. russian
D. italian

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismorificeitist,italian,D,A
13892,What makes this woman's task easier?,"What makes this woman's task easier?
A. weather
B. snow
C. drone
D. sled

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communism-sputs,sled,D,A
12433,What time of year is associated with the trees to the back left?,"What time of year is associated with the trees to the back left?
A. midsummer
B. halloween
C. easter
D. christmas

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", Traditionallyyitiroch,christmas,D,A
13994,Why is the plane on the grass?,"Why is the plane on the grass?
A. it crashed
B. for display
C. for passengers
D. it landed

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismvistorium,for display,B,A
11964,What event is being held here?,"What event is being held here?
A. wedding
B. tractor pull
C. expo
D. jail break

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismorificeortiums,expo,C,A
2302,What action is the tennis player doing?,"What action is the tennis player doing?
A. dancing
B. serving ball
C. receiving ball
D. jumping

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",oriouslys abilityto societ,receiving ball,C,A
5067,Why are they in this enclosed case?,"Why are they in this enclosed case?
A. anti-theft
B. disinfect
C. defrost
D. keep cold

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communism-sizedosocial,keep cold,D,A
972,Where might the lady on the sidewalk be going?,"Where might the lady on the sidewalk be going?
A. vacation
B. protest
C. work
D. sales job

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismorificeortiums,vacation,A,B
1769,Where is the sun with respect to the person wearing red coat?,"Where is the sun with respect to the person wearing red coat?
A. front
B. right
C. left
D. back

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communism-s life affairs,back,D,S
15372,What is the number of suitcases sitting on the floor of this airport chamber?,"What is the number of suitcases sitting on the floor of this airport chamber?
A. four
B. two
C. five
D. three

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",geanority_clusively,four,A,B
16713,What is the big item in the far back right?,"What is the big item in the far back right?
A. baseball stadium
B. statue
C. elephant
D. van

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableityof Nervk,van,D,A
184,If the green item is part of this person's religion what are they most likely unfamiliar with?,"If the green item is part of this person's religion what are they most likely unfamiliar with?
A. diwali
B. baptism
C. extreme unction
D. christmas

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veteraions.,diwali,A,B
6601,What is the man inside the front of the training doing?,"What is the man inside the front of the training doing?
A. driving
B. loading
C. boarding
D. policing

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableityof Nervk,driving,A,B
15663,What country does this green and white bus likely operate in?,"What country does this green and white bus likely operate in?
A. france
B. uk
C. germany
D. usa

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veteraionity_,uk,B,A
350,What are the rectangular green structures on the left used as?,"What are the rectangular green structures on the left used as?
A. bathrooms
B. changing rooms
C. kitchens
D. showers

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheriallys,bathrooms,A,B
2383,What country is the photo from?,"What country is the photo from?
A. china
B. japan
C. north korea
D. south korea

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veteraionistit,japan,B,A
16164,What color is the interior of the clock face illuminated?,"What color is the interior of the clock face illuminated?
A. blue
B. white
C. orange
D. green

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ocumenti/etcox,orange,C,A
51,What will the child try to do first?,"What will the child try to do first?
A. rest
B. flip board
C. yell
D. eat

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",oriouslysortiums_,flip board,B,A
2205,What kind of activities are related to the tools held by the people?,"What kind of activities are related to the tools held by the people?
A. dancing
B. water activities
C. hiking
D. cooking

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheriallys,water activities,B,A
86,What action will he take with the ball?,"What action will he take with the ball?
A. roll
B. dunk
C. swing
D. dribble

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",oriouslysortiumsortium,swing,C,A
3235,What session of the day is this likely to be?,"What session of the day is this likely to be?
A. evening
B. afternoon
C. morning
D. night

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veterinisortiums,evening,A,B
1851,What is the monitor sitting on top of above the desk?,"What is the monitor sitting on top of above the desk?
A. papers
B. books
C. blocks
D. stand

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismorsemirr,books,B,A
303,What doe the lines behind the bottom most car represent?,"What doe the lines behind the bottom most car represent?
A. turn left
B. slow down
C. turn right
D. no parking

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheriallys,no parking,D,A
8889,Three brown oval items in the door here are from which animal?,"Three brown oval items in the door here are from which animal?
A. cow
B. squirrel
C. chicken
D. donkey

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veterin_ Estabs,chicken,C,A
11026,Who is the queen of this territory?,"Who is the queen of this territory?
A. milena trump
B. elizabeth ii
C. lukashenko
D. ivanka trump

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableityof encompa,elizabeth ii,B,A
5518,What animal is the same color as the bike?,"What animal is the same color as the bike?
A. panther
B. leopard
C. swan
D. giraffe

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheriallys,swan,C,A
8493,How many wheels are on the cycle being ridden here?,"How many wheels are on the cycle being ridden here?
A. two
B. four
C. three
D. one

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communism-oidedipusist,two,A,B
5846,How will the people here likely propel themselves upon waves?,"How will the people here likely propel themselves upon waves?
A. running
B. scuba diving
C. kiting
D. surfing

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veterinisortiums,surfing,D,A
14041,What price is Coca Cola Advertised at here?,"What price is Coca Cola Advertised at here?
A. five dollars
B. dollar
C. dime
D. nickel

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableityof Nervk,nickel,D,A
11510,What is this place?,"What is this place?
A. camp
B. hospital
C. watch factory
D. chapel

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ocumenti androidx,hospital,B,A
1829,What does it look like someone spilled here?,"What does it look like someone spilled here?
A. white wine
B. milk
C. red wine
D. salt

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",geanit:oxiait,red wine,C,A
6844,Which sign will be easier for someone way down the street to spot?,"Which sign will be easier for someone way down the street to spot?
A. frame
B. rectangle
C. octagon
D. flyers

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", Proponents of compromiorgetown,octagon,C,A
695,What bus company information is posted immediately above the license plate?,"What bus company information is posted immediately above the license plate?
A. name
B. website
C. phone number
D. specials

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", Traditionallys' psychiatc,website,B,A
11301,What is the person in the brown boots doing with the dog?,"What is the person in the brown boots doing with the dog?
A. bathing it
B. walking it
C. feeding it
D. buying it

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismist_ Estabs,walking it,B,A
5663,The man is trying to make the representation of Harry Potter in the video game perform what action?,"The man is trying to make the representation of Harry Potter in the video game perform what action?
A. cast spell
B. play quidditch
C. talk
D. learn magic

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismist_ienced_,cast spell,A,B
7306,What type activity is enjoyed here?,"What type activity is enjoyed here?
A. cattle show
B. blood letting
C. beef slaughter
D. cake walk

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheriallys,cattle show,A,B
