data_idx,question,prompt,response,correct_choice,correct_choice_alphabet,parsed_response,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
9435,During which season is the train traveling over the bridge?,"During which season is the train traveling over the bridge?
A. spring
B. winter
C. summer
D. fall

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,fall,D,D,1,10,99,3.95,99,,10,10,80,70,60,10,0,0,0,0,0,0,10,20,20,0,20,10,0,0,0,20,0,0,0,0,0,0,10,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,10,0,0,0,20,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0
7212,What are the kids doing on the laptop?,"What are the kids doing on the laptop?
A. gaming
B. chatting
C. writing
D. school work

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,gaming,A,A,1,8,89.52,94.84,,,8,0,100,75,75,12.5,0,0,0,0,0,0,12.5,25,25,0,12.5,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,0,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0
14026,What does the writing on the shirt mean?,"What does the writing on the shirt mean?
A. team
B. name
C. brand
D. sponsor

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,name,B,B,1,8,98.55,,15.38,,8,12.5,87.5,75,62.5,12.5,0,0,0,0,0,0,12.5,25,25,0,12.5,12.5,0,0,0,25,0,0,0,0,0,0,12.5,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0
1946,What part of the game of baseball is this person preparing to do?,"What part of the game of baseball is this person preparing to do?
A. short stop
B. batter
C. pitcher
D. coach

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,batter,B,B,1,13,89.52,40.06,2.93,,13,15.38,100,69.23,61.54,15.38,0,0,0,0,0,0,15.38,15.38,7.69,0,23.08,15.38,0,0,0,15.38,0,7.69,0,0,0,0,7.69,0,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,15.38,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0
15896,What is in the air?,"What is in the air?
A. parachutes
B. airplanes
C. kites
D. frisbee

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,kites,C,C,1,5,89.52,,63.35,,5,0,80,80,80,20,0,0,0,0,0,0,20,20,20,0,20,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,20,0,0,0,0
1015,What is the old woman doing?,"What is the old woman doing?
A. itching
B. using phone
C. laughing
D. massaging

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,using phone,B,B,1,6,10.19,98.75,39.59,,6,0,100,83.33,66.67,16.67,0,0,0,0,0,0,16.67,16.67,16.67,0,0,33.33,0,0,0,33.33,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0
9341,Why are they skiing on flat ground?,"Why are they skiing on flat ground?
A. are lost
B. are adventurous
C. cross country
D. are confused

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,cross country,C,C,1,7,18.12,97.11,24.32,,7,0,85.71,85.71,57.14,14.29,14.29,0,0,0,0,14.29,0,0,0,0,14.29,14.29,14.29,0,0,28.57,14.29,0,0,0,0,0,14.29,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
12722,The man is taking a picture of something on which side of his body?,"The man is taking a picture of something on which side of his body?
A. your right
B. his right
C. your left
D. his left

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,his left,D,B,1,14,96.35,79.51,2.36,,14,14.29,100,71.43,64.29,21.43,7.14,0,0,0,7.14,0,14.29,21.43,14.29,0,21.43,7.14,0,0,0,14.29,0,0,0,0,0,0,14.29,0,14.29,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,14.29,0,0,7.14,7.14,0,0,0,0,7.14,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0
12461,What is this watercraft's purpose?,"What is this watercraft's purpose?
A. research
B. excursions
C. fishing
D. hunting

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,excursions,B,B,1,5,1,,,,5,40,80,60,60,40,0,0,0,0,0,0,40,20,0,0,0,20,0,0,0,20,0,0,0,0,0,0,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,40,0,0,20,0,20,0,0
12691,Based on the size of the wave what skill level is the surfer?,"Based on the size of the wave what skill level is the surfer?
A. beginner
B. amateur
C. professional
D. advanced

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,amateur,B,A,1,13,99,,30.98,,13,0,92.31,69.23,53.85,7.69,0,0,0,0,0,0,7.69,23.08,23.08,0,15.38,7.69,0,0,0,15.38,0,7.69,7.69,0,7.69,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,7.69,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0
9831,What are they doing under the canopy?,"What are they doing under the canopy?
A. fighting
B. resting
C. changing clothes
D. eating

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,changing clothes,C,C,1,7,18.12,97.11,24.32,,7,0,85.71,85.71,85.71,28.57,14.29,0,0,0,0,14.29,14.29,14.29,14.29,0,14.29,28.57,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
6056,What general category does this type of aircraft belong to?,"What general category does this type of aircraft belong to?
A. helicopter
B. jet
C. airship
D. propeller

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,propeller,D,D,1,10,69.05,,,,10,30,70,60,50,20,0,0,0,0,0,0,20,10,0,0,20,10,0,0,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0
10725,What kind of sausage is the bacon wrapped around?,"What kind of sausage is the bacon wrapped around?
A. hot dog
B. bratwurst
C. polish sausage
D. knockwurst

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,hot dog,A,A,1,9,98.16,2.75,77.17,,9,22.22,88.89,66.67,66.67,11.11,0,0,0,0,0,0,11.11,11.11,11.11,0,33.33,11.11,11.11,0,0,11.11,0,0,0,0,0,0,33.33,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
12095,What is near the apples?,"What is near the apples?
A. cat
B. baby
C. basketball
D. egg

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,cat,A,A,1,5,89.52,,63.35,,5,0,80,80,80,20,0,0,0,0,0,0,20,20,20,0,20,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,20,0,0,0,0
2332,What may blend in on the bed and be tough to find?,"What may blend in on the bed and be tough to find?
A. bed frame
B. stars
C. pillow
D. remote controller

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,remote controller,D,D,1,12,89.52,,39.59,,12,0,91.67,83.33,66.67,8.33,0,0,0,0,0,0,8.33,8.33,8.33,0,25,16.67,0,8.33,0,25,8.33,0,0,0,0,0,16.67,0,16.67,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,16.67,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0
12099,Who owns the umbrella?,"Who owns the umbrella?
A. unseen person
B. black jacket
C. brown jacket
D. unknown

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,brown jacket,C,C,1,4,89.52,99,,,4,25,75,50,50,25,25,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,25,0,0,0,0
2094,What are the green veggies on the sandwich called?,"What are the green veggies on the sandwich called?
A. cucumbers
B. brussels sprouts
C. spinach
D. lettuce

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,cucumbers,A,A,1,9,98.16,,,,9,22.22,100,77.78,55.56,11.11,0,0,0,0,0,0,11.11,22.22,22.22,0,11.11,11.11,0,0,0,22.22,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,11.11,0,0,0,11.11,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
13776,Boston Cream Doughnut covered with what?,"Boston Cream Doughnut covered with what?
A. chocolate
B. scotch
C. wine
D. sugar

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,chocolate,A,D,1,6,89.52,,,,6,33.33,50,33.33,33.33,16.67,0,0,0,0,0,0,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0
4040,Where is this bike located?,"Where is this bike located?
A. driveway
B. mechanic
C. museum
D. parking lot

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,museum,C,C,1,5,1,,99,,5,20,80,60,60,20,0,0,0,0,0,0,20,20,0,0,0,20,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,20,0,0,0,0
5547,What does the red and yellow flag allow?,"What does the red and yellow flag allow?
A. bathing
B. wrestling
C. parking
D. eating

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,bathing,A,A,1,8,26.1,,,,8,0,87.5,75,50,12.5,0,0,0,0,0,0,12.5,12.5,12.5,0,0,12.5,0,12.5,0,12.5,25,0,12.5,0,0,12.5,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0
13983,What country does the sponsor closest to the camera have it's headquarters located?,"What country does the sponsor closest to the camera have it's headquarters located?
A. israel
B. ukraine
C. germany
D. poland

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,germany,C,C,1,13,53.56,,81.58,,13,38.46,84.62,61.54,53.85,15.38,0,0,0,0,0,0,15.38,15.38,15.38,0,7.69,23.08,0,0,0,23.08,7.69,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,23.08,0,0,23.08,0,0,0,0,0,15.38,0,0,0,0,0,0,15.38,0,0,7.69,0,7.69,0,0
9852,What color stripe is on the ball underneath the chain link fence?,"What color stripe is on the ball underneath the chain link fence?
A. white
B. red
C. green
D. blue

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,red,B,A,1,12,99,,3.81,,12,8.33,58.33,50,50,8.33,0,0,0,0,0,0,8.33,16.67,16.67,0,16.67,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,8.33,8.33,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0
14567,What is the largest number on the yellow tags?,"What is the largest number on the yellow tags?
A. 778
B. 403
C. 10562
D. 9748

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,9748,D,D,1,9,98.16,,,,9,11.11,88.89,88.89,55.56,11.11,0,0,0,0,0,0,11.11,22.22,22.22,0,11.11,11.11,0,0,0,11.11,22.22,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
12110,Which one of the paint is safe for children art work?,"Which one of the paint is safe for children art work?
A. enamel paint
B. acrylic paint
C. oil paint
D. emulsion paint

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,acrylic paint,B,B,1,11,97.37,40.06,5.07,99,11,9.09,90.91,63.64,54.55,9.09,0,0,0,0,0,0,9.09,18.18,9.09,9.09,18.18,9.09,0,0,0,9.09,9.09,9.09,9.09,0,9.09,0,9.09,0,9.09,0,0,0,0,0,9.09,0,9.09,9.09,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,18.18,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,18.18,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
9192,What type of sign is shown?,"What type of sign is shown?
A. historical
B. traffic
C. brand
D. directional

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B.,traffic,B,B,1,6,49.68,,,,6,0,50,50,50,16.67,0,0,0,0,0,0,16.67,0,0,0,16.67,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0
450,What type of building is this black structure?,"What type of building is this black structure?
A. deli
B. bathroom
C. phonebooth
D. post office

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,bathroom,B,C,1,8,26.1,,,,8,25,62.5,62.5,50,25,0,0,0,0,0,0,25,12.5,0,0,12.5,12.5,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0
11168,He is performing a what?,"He is performing a what?
A. ploy
B. dupe
C. trick
D. foible

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,trick,C,C,1,5,3.8,99,1,,5,20,100,100,80,40,20,0,0,0,20,0,20,20,20,0,0,20,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,20,0,0,0,0
4694,What is unique about the size of this parking spot?,"What is unique about the size of this parking spot?
A. direction
B. overly large
C. small size
D. meter

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,small size,C,C,1,10,69.05,3.95,7.03,,10,10,80,80,60,20,0,0,0,0,0,0,20,20,10,0,20,10,10,0,0,10,10,10,0,0,0,0,10,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0
4034,What kind of vegetables are held in the bag on the table?,"What kind of vegetables are held in the bag on the table?
A. bananas
B. tomatoes
C. leeks
D. potatoes

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,potatoes,D,A,1,12,99,6.61,39.59,,12,8.33,83.33,75,66.67,8.33,0,0,0,0,0,0,8.33,16.67,16.67,0,33.33,8.33,0,0,0,16.67,0,0,8.33,0,0,8.33,25,0,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,8.33,8.33,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0
3629,In a house what room is this typically called?,"In a house what room is this typically called?
A. entertainment room
B. kitchen
C. dining room
D. living room

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,entertainment room,A,D,1,9,33.38,,77.17,,9,11.11,100,77.78,66.67,22.22,0,0,0,0,0,0,22.22,22.22,11.11,0,11.11,11.11,11.11,0,0,22.22,0,0,0,0,0,0,11.11,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,22.22,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,22.22,0,0,0,0,11.11,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
13747,What will the people standing by the Train do next?,"What will the people standing by the Train do next?
A. sell candy
B. board train
C. depart train
D. clean train

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,board train,B,B,1,10,89.52,89.5,63.35,,10,10,90,70,60,10,0,0,0,0,0,0,10,20,20,0,10,20,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,10,0,0,10,0,0,0,0
4943,Which gang wears similar colors to these shirts?,"Which gang wears similar colors to these shirts?
A. one-niners
B. bloods
C. crips
D. mayans

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,bloods,B,A,1,8,62.1,1.71,89.39,,8,12.5,87.5,62.5,37.5,25,0,0,0,0,0,0,25,12.5,0,0,12.5,0,0,0,0,12.5,12.5,0,12.5,12.5,0,0,25,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0
13107,Why are the horses in the water?,"Why are the horses in the water?
A. to clean
B. rescue boat
C. like water
D. escaped

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,rescue boat,B,B,1,7,99,,24.32,,7,0,71.43,71.43,71.43,0,0,0,0,0,0,0,0,28.57,28.57,0,14.29,14.29,14.29,0,0,14.29,0,0,0,0,0,0,14.29,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
6206,Which Airlines is from the land down under?,"Which Airlines is from the land down under?
A. virgin
B. delta
C. jet
D. quantas

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,quantas,D,D,1,8,99,1.71,99,,8,12.5,87.5,75,75,12.5,0,0,0,0,0,0,12.5,12.5,12.5,0,37.5,12.5,0,0,0,12.5,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,37.5,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0
8088,Why are the triangular cones orange in color?,"Why are the triangular cones orange in color?
A. camouflage
B. visibility
C. design
D. random pick

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,visibility,B,B,1,8,89.52,,15.38,,8,12.5,75,62.5,50,0,0,0,0,0,0,0,0,12.5,12.5,0,12.5,12.5,12.5,0,0,12.5,12.5,0,0,0,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,12.5,25,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0
13418,How might you be considered if you set a fire here?,"How might you be considered if you set a fire here?
A. sacrilegious
B. forest-fire starter
C. chef
D. camper

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,sacrilegious,A,A,1,11,1,99,99,,11,9.09,81.82,81.82,72.73,18.18,18.18,0,0,18.18,0,0,0,9.09,9.09,0,0,18.18,18.18,9.09,0,27.27,0,0,0,0,0,0,36.36,0,36.36,18.18,9.09,0,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,9.09,0,0,0,0,9.09,0,9.09,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
11894,What is being used to pull the black trailer?,"What is being used to pull the black trailer?
A. dog
B. men
C. bike
D. car

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,car,D,C,1,9,66.04,,10.18,,9,11.11,88.89,88.89,55.56,11.11,0,0,0,0,0,0,11.11,11.11,11.11,0,11.11,22.22,0,0,0,44.44,11.11,0,0,0,0,0,11.11,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,11.11,0,11.11,0,0,0,11.11,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
